,總統,黨派,年份,屆次,演說,演說_removePunc,tokens
34,賴清德,民進黨,2024,16,各位國人同胞，當我們主張，中華民國臺灣的未來，由兩千三百萬人民共同決定。我們決定的未來，不只是我們國家的未來，也是全世界的未來！我們要走對的路，產業要大展身手，做世界繁榮的推手，讓臺灣每前進一步，世界就向前一步！過去，我擔任行政院長、副總統，到全國各地的產業拜訪，我了解臺灣產業的潛力和需求。未來，政府會跟產業界密切合作，把握三大方向，推動臺灣的發展,各位國人同胞當我們主張中華民國臺灣的未來由兩千三百萬人民共同決定我們決定的未來不只是我們國家的未來也是全世界的未來我們要走對的路產業要大展身手做世界繁榮的推手讓臺灣每前進一步世界就向前一步過去我擔任行政院長副總統到全國各地的產業拜訪我了解臺灣產業的潛力和需求未來政府會跟產業界密切合作把握三大方向推動臺灣的發展,"['各位', '國人', '同胞', '，', '當', '我們', '主張', '，', '中華民國', '臺灣', '的', '未來', '，', '由', '兩千三百萬', '人民', '共同', '決定', '。', '我們', '決定', '的', '未來', '，', '不只', '是', '我們', '國家', '的', '未來', '，', '也', '是', '全', '世界', '的', '未來', '！', '我們', '要', '走', '對', '的', '路', '，', '產業', '要', '大展', '身手', '，', '做', '世界', '繁榮', '的', '推手', '，', '讓', '臺灣', '每', '前進', '一', '步', '，', '世界', '就', '向', '前', '一', '步', '！', '過去', '，', '我', '擔任', '行政院長', '、', '副總統', '，', '到', '全', '國', '各', '地', '的', '產業', '拜訪', '，', '我', '了解', '臺灣', '產業', '的', '潛力', '和', '需求', '。', '未來', '，', '政府', '會', '跟', '產業界', '密切', '合作', '，', '把握', '三', '大', '方向', '，', '推動', '臺灣', '的', '發展']"
35,賴清德,民進黨,2024,16,第一個方向是，「前瞻未來，智慧永續」,第一個方向是前瞻未來智慧永續,"['第一', '個', '方向', '是', '，', '「', '前瞻', '未來', '，', '智慧', '永續', '」']"
36,賴清德,民進黨,2024,16,面對氣候危機，我們必須堅定地落實2050淨零轉型。面對全球智慧化的挑戰，我們站在半導體晶片矽島的基礎上，將全力推動臺灣成為「人工智慧之島」，促成人工智慧產業化，加速人工智慧的創新應用，並讓產業人工智慧化，用人工智慧的算力，來提升國力、軍力、人力和經濟力,面對氣候危機我們必須堅定地落實2050淨零轉型面對全球智慧化的挑戰我們站在半導體晶片矽島的基礎上將全力推動臺灣成為人工智慧之島促成人工智慧產業化加速人工智慧的創新應用並讓產業人工智慧化用人工智慧的算力來提升國力軍力人力和經濟力,"['面對', '氣候', '危機', '，', '我們', '必須', '堅定', '地', '落實', '2050', '淨零', '轉型', '。', '面對', '全球', '智慧化', '的', '挑戰', '，', '我們', '站', '在', '半導體', '晶片', '矽島', '的', '基礎', '上', '，', '將', '全力', '推動', '臺灣', '成為', '「', '人工', '智慧', '之', '島', '」', '，', '促成', '人工', '智慧', '產業化', '，', '加速', '人工', '智慧', '的', '創新', '應用', '，', '並', '讓', '產業', '人工', '智慧化', '，', '用', '人工', '智慧', '的', '算力', '，', '來', '提升', '國力', '、', '軍力', '、', '人力', '和', '經濟力']"
37,賴清德,民進黨,2024,16,我們也必須發展創新驅動的經濟模式，透過數位轉型，以及淨零轉型的雙軸力量，來協助中小企業升級轉型，追求包容性成長，打造智慧永續新臺灣，創造臺灣第二次經濟奇蹟,我們也必須發展創新驅動的經濟模式透過數位轉型以及淨零轉型的雙軸力量來協助中小企業升級轉型追求包容性成長打造智慧永續新臺灣創造臺灣第二次經濟奇蹟,"['我們', '也', '必須', '發展', '創新', '驅動', '的', '經濟', '模式', '，', '透過', '數位', '轉型', '，', '以及', '淨零', '轉型', '的', '雙', '軸', '力量', '，', '來', '協助', '中小企業', '升級', '轉型', '，', '追求', '包容性', '成長', '，', '打造', '智慧', '永續', '新', '臺灣', '，', '創造', '臺灣', '第二', '次', '經濟', '奇蹟']"
38,賴清德,民進黨,2024,16,除了投資新創，培育新世代隱形冠軍之外，無論是量子電腦、機器人、元宇宙，或精準醫療，各領域的前瞻科技，我們也都要大膽投資，讓年輕人可以追逐夢想，也確保臺灣在未來世界的領先地位,除了投資新創培育新世代隱形冠軍之外無論是量子電腦機器人元宇宙或精準醫療各領域的前瞻科技我們也都要大膽投資讓年輕人可以追逐夢想也確保臺灣在未來世界的領先地位,"['除了', '投資', '新創', '，', '培育', '新', '世代', '隱形', '冠軍', '之外', '，', '無論', '是', '量子', '電腦', '、', '機器人', '、', '元', '宇宙', '，', '或', '精準', '醫療', '，', '各', '領域', '的', '前瞻', '科技', '，', '我們', '也', '都', '要', '大膽', '投資', '，', '讓', '年輕人', '可以', '追逐', '夢想', '，', '也', '確保', '臺灣', '在', '未來', '世界', '的', '領先', '地位']"
39,賴清德,民進黨,2024,16,第二個方向是，「競逐太空，探索海洋」,第二個方向是競逐太空探索海洋,"['第二', '個', '方向', '是', '，', '「', '競逐', '太空', '，', '探索', '海洋', '」']"
40,賴清德,民進黨,2024,16,我們立定目標，要讓臺灣成為無人機民主供應鏈的亞洲中心，也要發展下一個世代通訊的中低軌道衛星，進軍全球太空產業,我們立定目標要讓臺灣成為無人機民主供應鏈的亞洲中心也要發展下一個世代通訊的中低軌道衛星進軍全球太空產業,"['我們', '立定', '目標', '，', '要', '讓', '臺灣', '成為', '無', '人機', '民主', '供應鏈', '的', '亞洲', '中心', '，', '也', '要', '發展', '下', '一', '個', '世代', '通訊', '的', '中低', '軌道', '衛星', '，', '進軍', '全球', '太空', '產業']"
41,賴清德,民進黨,2024,16,我們更要探索海洋，發揮海洋國家的優勢，豐富人民的海洋生活，並且投入海洋科技研究，推動海洋產業發展，提升國家競爭力。我們要讓臺灣的經濟與產業，往更多面向發展，無遠弗屆,我們更要探索海洋發揮海洋國家的優勢豐富人民的海洋生活並且投入海洋科技研究推動海洋產業發展提升國家競爭力我們要讓臺灣的經濟與產業往更多面向發展無遠弗屆,"['我們', '更', '要', '探索', '海洋', '，', '發揮', '海洋', '國家', '的', '優勢', '，', '豐富', '人民', '的', '海洋', '生活', '，', '並且', '投入', '海洋', '科技', '研究', '，', '推動', '海洋', '產業', '發展', '，', '提升', '國家', '競爭力', '。', '我們', '要', '讓', '臺灣', '的', '經濟', '與', '產業', '，', '往', '更多', '面向', '發展', '，', '無遠弗屆']"
42,賴清德,民進黨,2024,16,第三個方向是，「布局全球，行銷全世界」,第三個方向是布局全球行銷全世界,"['第三', '個', '方向', '是', '，', '「', '布局', '全球', '，', '行銷', '全', '世界', '」']"
43,賴清德,民進黨,2024,16,臺灣已經申請加入CPTPP，我們會積極爭取加入區域經濟整合；跟世界民主國家簽訂雙邊投資保障協定，深化貿易夥伴關係；並解決碳關稅問題，進一步開拓發展空間,臺灣已經申請加入CPTPP我們會積極爭取加入區域經濟整合跟世界民主國家簽訂雙邊投資保障協定深化貿易夥伴關係並解決碳關稅問題進一步開拓發展空間,"['臺灣', '已經', '申請', '加入', 'CPTPP', '，', '我們', '會', '積極', '爭取', '加入', '區域', '經濟', '整合', '；', '跟', '世界', '民主', '國家', '簽訂', '雙邊', '投資', '保障', '協定', '，', '深化', '貿易', '夥伴', '關係', '；', '並', '解決', '碳', '關稅', '問題', '，', '進一步', '開拓', '發展', '空間']"
44,賴清德,民進黨,2024,16,我們也要站穩全球供應鏈的關鍵地位，好好把握地緣政治變化所帶來的商機，發展半導體、人工智慧、軍工、安控，以及次世代通訊等「五大信賴產業」，並且持續改善投資環境，歡迎台商回台投資，鼓勵在地的企業擴大投資，根留臺灣,我們也要站穩全球供應鏈的關鍵地位好好把握地緣政治變化所帶來的商機發展半導體人工智慧軍工安控以及次世代通訊等五大信賴產業並且持續改善投資環境歡迎台商回台投資鼓勵在地的企業擴大投資根留臺灣,"['我們', '也', '要', '站穩', '全球', '供應鏈', '的', '關鍵', '地位', '，', '好好', '把握', '地緣', '政治', '變化', '所', '帶來', '的', '商機', '，', '發展', '半導體', '、', '人工', '智慧', '、', '軍工', '、', '安控', '，', '以及', '次', '世代', '通訊', '等', '「', '五', '大', '信賴', '產業', '」', '，', '並且', '持續', '改善', '投資', '環境', '，', '歡迎', '台商', '回', '台', '投資', '，', '鼓勵', '在地', '的', '企業', '擴大', '投資', '，', '根', '留', '臺灣']"
45,賴清德,民進黨,2024,16,我要向各行各業的朋友保證：各位有雄心壯志，追求頂尖，政府也有決心鼎力相助，讓臺灣的產業能夠立足臺灣、布局全球、行銷全世界！臺灣絕對有能力，成為「經濟日不落國」，無論太陽從哪裡升起，都可以照到臺灣的企業，造福當地的發展，也讓臺灣人民能夠有更富足的生活！五、樂民之樂，憂民之憂我深信，經濟發展的果實，應該為全民所共享。未來，在推動「國家希望工程」、擴大社會投資之下，我要建立一個有愛和道德勇氣的臺灣社會。年輕人可以看見希望，壯年人可以實現夢想，老年人可以擁有幸福，弱勢者可以得到照顧。每一個人在人生的每一個階段，都能夠獲得政府的支持,我要向各行各業的朋友保證各位有雄心壯志追求頂尖政府也有決心鼎力相助讓臺灣的產業能夠立足臺灣布局全球行銷全世界臺灣絕對有能力成為經濟日不落國無論太陽從哪裡升起都可以照到臺灣的企業造福當地的發展也讓臺灣人民能夠有更富足的生活五樂民之樂憂民之憂我深信經濟發展的果實應該為全民所共享未來在推動國家希望工程擴大社會投資之下我要建立一個有愛和道德勇氣的臺灣社會年輕人可以看見希望壯年人可以實現夢想老年人可以擁有幸福弱勢者可以得到照顧每一個人在人生的每一個階段都能夠獲得政府的支持,"['我', '要', '向', '各行各業', '的', '朋友', '保證', '：', '各位', '有', '雄心', '壯志', '，', '追求', '頂尖', '，', '政府', '也', '有', '決心', '鼎力', '相助', '，', '讓', '臺灣', '的', '產業', '能夠', '立足', '臺灣', '、', '布局', '全球', '、', '行銷', '全', '世界', '！', '臺灣', '絕對', '有', '能力', '，', '成為', '「', '經濟', '日', '不', '落', '國', '」', '，', '無論', '太陽', '從', '哪裡', '升起', '，', '都', '可以', '照到', '臺灣', '的', '企業', '，', '造福', '當地', '的', '發展', '，', '也', '讓', '臺灣', '人民', '能夠', '有', '更', '富足', '的', '生活', '！', '五', '、', '樂', '民之', '樂', '，', '憂民之憂', '我', '深信', '，', '經濟', '發展', '的', '果實', '，', '應該', '為', '全民', '所', '共享', '。', '未來', '，', '在', '推動', '「', '國家', '希望', '工程', '」', '、', '擴大', '社會', '投資', '之下', '，', '我', '要', '建立', '一', '個', '有', '愛', '和', '道德', '勇氣', '的', '臺灣', '社會', '。', '年輕人', '可以', '看見', '希望', '，', '壯年人', '可以', '實現', '夢想', '，', '老年人', '可以', '擁有', '幸福', '，', '弱勢', '者', '可以', '得到', '照顧', '。', '每', '一', '個', '人', '在', '人生', '的', '每', '一', '個', '階段', '，', '都', '能夠', '獲得', '政府', '的', '支持']"
46,賴清德,民進黨,2024,16,未來，幼托、長照、社會住宅等服務，要延續擴大；物價、房價、貧富差距等問題，要不斷改善；食品安全、道路安全、校園安全、社會安全網等保障，要持續強化；還有，對於教育、司法、轉型正義等改革工作，也都要繼續做下去！我也了解國人對生活的煩惱和期待，凡是各位關心的議題、社會需要的改革，政府都會積極以對，全力以赴,未來幼托長照社會住宅等服務要延續擴大物價房價貧富差距等問題要不斷改善食品安全道路安全校園安全社會安全網等保障要持續強化還有對於教育司法轉型正義等改革工作也都要繼續做下去我也了解國人對生活的煩惱和期待凡是各位關心的議題社會需要的改革政府都會積極以對全力以赴,"['未來', '，', '幼托', '、', '長照', '、', '社會', '住宅', '等', '服務', '，', '要', '延續', '擴大', '；', '物價', '、', '房價', '、', '貧富', '差距', '等', '問題', '，', '要', '不斷', '改善', '；', '食品', '安全', '、', '道路', '安全', '、', '校園', '安全', '、', '社會', '安全', '網', '等', '保障', '，', '要', '持續', '強化', '；', '還', '有', '，', '對於', '教育', '、', '司法', '、', '轉型', '正義', '等', '改革', '工作', '，', '也', '都', '要', '繼續', '做', '下去', '！', '我', '也', '了解', '國人', '對', '生活', '的', '煩惱', '和', '期待', '，', '凡是', '各位', '關心', '的', '議題', '、', '社會', '需要', '的', '改革', '，', '政府', '都', '會', '積極', '以', '對', '，', '全力以赴']"
